character typed,2019-06-05T06:44:28,o,0,C,1
character typed,2019-06-05T06:44:29,g,0,C,1
character typed,2019-06-05T06:44:29,e,0,C,1
character typed,2019-06-05T06:44:29,n,0,C,1
character typed,2019-06-05T06:44:29, ,0,C,1
word typed,2019-06-05T06:44:29,Verlogen,1001,C,1
character typed,2019-06-05T06:44:29,k,0,C,1
character typed,2019-06-05T06:44:29,o,0,C,1
character typed,2019-06-05T06:44:29,m,0,C,1
character typed,2019-06-05T06:44:29,m,0,C,1
character typed,2019-06-05T06:44:30,t,0,C,1
character typed,2019-06-05T06:44:30, ,0,C,1
word typed,2019-06-05T06:44:30,kommt,674,C,1
character typed,2019-06-05T06:44:30,d,0,C,1
character typed,2019-06-05T06:44:30,e,0,C,1
character typed,2019-06-05T06:44:30,r,0,C,1
character typed,2019-06-05T06:44:30, ,0,C,1
word typed,2019-06-05T06:44:30,der,276,C,1
character typed,2019-06-05T06:44:30,P,0,C,1
word completed,2019-06-05T06:44:31,Partner,397,C,1
character typed,2019-06-05T06:44:31, ,0,C,1
character typed,2019-06-05T06:44:31,m,0,C,1
character typed,2019-06-05T06:44:32,i,0,C,1
character typed,2019-06-05T06:44:32,t,0,C,1
character typed,2019-06-05T06:44:32,\n,0,C,1
word typed,2019-06-05T06:44:32,mit,413,C,1
sentence typed,2019-06-05T06:44:32,Verlogen kommt der Partner mit,3999,C,1
character typed,2019-06-05T06:44:33,J,0,C,1
character typed,2019-06-05T06:44:33,e,0,C,1
character typed,2019-06-05T06:44:33, ,0,C,1
word typed,2019-06-05T06:44:33,Je,650,C,1
character typed,2019-06-05T06:44:34,f,0,C,1
character typed,2019-06-05T06:44:34,a,0,C,1
character typed,2019-06-05T06:44:34,l,0,C,1
character typed,2019-06-05T06:44:34,s,0,C,1
character typed,2019-06-05T06:44:34,c,0,C,1
character typed,2019-06-05T06:44:34,h,0,C,1
character typed,2019-06-05T06:44:34,e,0,C,1
character typed,2019-06-05T06:44:34,r,0,C,1
character typed,2019-06-05T06:44:34, ,0,C,1
word typed,2019-06-05T06:44:34,falscher,805,C,1
character typed,2019-06-05T06:44:35,d,0,C,1
character typed,2019-06-05T06:44:35,e,0,C,1
character typed,2019-06-05T06:44:35,s,0,C,1
character typed,2019-06-05T06:44:36,t,0,C,1
word completed,2019-06-05T06:44:36,desto,1193,C,1
character typed,2019-06-05T06:44:36, ,0,C,1
